"","zip_code","agi_range","return_count","exemption_count","dependent_count","agi_amt","salary_wages_count","salary_wages_amt","taxable_interest_count","taxable_interest_amt","ordinary_dividends_count","ordinary_dividends_amt","business_income_count","business_income_amt","farm_income_count","net_capital_gain_count","net_capital_gain_amt","taxable_IRA_dist_count","taxable_IRA_dist_amt","pension_income_count","pension_income_amt","unemployment_count","unemployment_amt","social_security_count","social_security_amt","item_deduc_count","item_deduc_amt","charitable_contribution_count","charitable_contribution_amt","mortgage_int_count","mortgage_int_amt","property_tax_count","property_tax_amt","state_local_income_tax_count","state_local_income_tax_amt","state_local_sales_tax_count","state_local_sales_tax_amt","taxable_income_count","taxable_income_amt","tot_tax_credit_count","tot_tax_credit_amt","earned_income_credit_count","earned_income_credit_amt","excess_eaned_income_credit_count","excess_eaned_income_credit_amt","tax_liability_count","tax_liability_amt","balance_due_count","balance_due_amt","refund_count","refund_amt","paid_prep_count","year"
"955",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"956","37212","Total","7160","10690","2210","693995","6110","475435","2490","4542","2160","17620","1820","79030","30","2000","40355","430","6746","790","16418","140","627","560","7537","2240","61747","1870","16774","1700","18639","1930","10256","340","5432","1700","4331","6060","565142","2100","4093","640","913","490","739","6020","146948","1920","14835","4750","11913","3270",2013
"957","37212","$1 under $25,000","2370","2430","390","28778","1890","22824","380","189","380","616","500","3576","0","330","392","90","484","190","1485","70","305","70","153","150","1942","90","154","70","471","90","279","0","0","100","98","1300","8843","360","149","570","788","440","653","1350","1416","400","445","1800","2270","910",2013
"958","37212","$25,000 under $50,000","1820","2250","270","66277","1630","56176","420","228","370","834","310","3885","0","320","659","80","834","160","2753","50","216","130","839","270","3966","190","505","170","1187","200","645","50","83","200","224","1800","43136","480","409","70","125","50","86","1720","5848","400","718","1370","2180","640",2013
"959","37212","$50,000 under $75,000","880","1270","180","53593","770","42509","320","251","250","1037","200","4582","0","230","707","60","781","120","2414","0","0","120","1709","300","5196","230","792","210","1585","240","908","30","88","230","346","880","39133","240","211","0","0","0","0","880","6586","250","804","600","1354","380",2013
"960","37212","$75,000 under $100,000","500","870","180","43136","430","32056","230","205","200","829","150","4261","30","180","1140","40","593","90","2510","0","0","70","1204","270","5155","220","790","210","1678","240","967","40","199","210","386","490","32647","180","205","0","0","0","0","490","5988","160","776","310","999","270",2013
"961","37212","$100,000 under $200,000","880","1940","510","124655","780","91192","540","740","470","2856","330","12258","0","440","4101","80","2005","150","4539","20","106","100","2050","630","15114","550","2615","530","5625","580","2852","90","498","490","1355","880","99393","410","487","0","0","0","0","870","20518","370","2496","430","1945","510",2013
"962","37212","$200,000 or more","710","1930","680","377556","610","230678","600","2929","490","11448","330","50468","0","500","33356","80","2049","80","2717","0","0","70","1582","620","30374","590","11918","510","8093","580","4605","130","4564","470","1922","710","341990","430","2632","0","0","0","0","710","106592","340","9596","240","3165","560",2013
"963",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"964","37214","Total","16690","28090","7360","755551","14520","617044","3660","3279","1990","4926","2860","33242","40","1670","7651","1300","14640","2640","47956","620","2987","1680","19882","3740","57215","2900","11558","2910","18595","3200","5970","240","1426","2870","5306","13560","501948","4490","4698","2750","5541","2280","4692","13300","81993","2830","8266","13400","29633","6720",2013
"965","37214","$1 under $25,000","5990","8080","2190","77626","4730","60555","790","401","420","505","1170","7844","20","350","134","380","2040","740","6516","250","1343","240","415","430","5448","290","591","270","1439","330","540","20","35","320","287","2970","19116","760","253","1970","4130","1660","3528","3240","3247","620","640","5070","8958","2290",2013
"966","37214","$25,000 under $50,000","5280","8560","2280","192889","4820","168063","890","577","440","694","650","6709","0","360","596","310","2566","720","10390","190","811","560","3562","1050","12985","740","1798","810","4568","870","1339","40","68","780","1013","5180","113585","1740","1529","780","1411","620","1164","4710","14173","770","1261","4470","9537","1890",2013
"967","37214","$50,000 under $75,000","2770","5270","1310","168843","2540","143057","770","547","410","659","480","4956","0","320","748","260","3079","530","10657","100","427","390","5689","960","13530","740","2348","800","4919","850","1475","40","128","740","1203","2760","117440","950","1321","0","0","0","0","2700","16985","620","1532","2110","5136","1150",2013
"968","37214","$75,000 under $100,000","1330","2980","760","114446","1220","93365","510","501","300","608","270","3389","20","240","852","160","2242","320","8776","50","244","250","4762","570","9906","470","2107","480","3311","510","983","40","149","460","1236","1330","84565","500","799","0","0","0","0","1330","12932","330","929","970","2860","620",2013
"969","37214","$100,000 under $200,000","1170","2840","740","152194","1070","119364","590","698","340","1413","240","6688","0","320","2570","190","4713","300","10615","30","162","210","4627","610","12060","550","3388","480","3762","540","1283","70","514","480","1213","1170","122502","470","621","0","0","0","0","1170","22606","410","2083","720","2763","650",2013
"970","37214","$200,000 or more","150","360","80","49553","140","32640","110","555","80","1047","50","3656","0","80","2751","0","0","30","1002","0","0","30","827","120","3286","110","1326","70","596","100","350","30","532","90","354","150","44740","70","175","0","0","0","0","150","12050","80","1821","60","379","120",2013
"971",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"972","37215","Total","11910","20690","5070","2196170","8490","1135539","6510","50748","6260","126506","3310","202090","100","5840","318345","1990","55766","2370","70933","170","844","2460","48512","6290","239645","5620","69241","4160","55309","5580","43054","1040","14472","4920","15098","10340","1865316","4380","7322","540","532","360","360","10210","517498","4040","53116","6110","39348","7340",2013
"973","37215","$1 under $25,000","2910","2280","210","30356","1780","18419","860","726","1050","2907","560","3798","0","910","1355","220","1169","330","2637","50","261","150","383","410","7594","270","526","150","1300","250","1102","70","70","280","250","1520","9371","400","129","440","400","300","273","1510","1610","590","569","1760","1937","1540",2013
"974","37215","$25,000 under $50,000","1990","2560","340","73801","1510","52478","680","920","640","3084","360","5342","30","560","1858","230","2152","320","5299","50","214","380","3068","570","11570","430","1396","300","2154","440","1799","60","137","440","640","1890","44321","530","380","100","132","60","87","1810","6204","450","905","1390","2381","910",2013
"975","37215","$50,000 under $75,000","1330","1960","320","81369","930","50026","670","1453","600","4299","280","6202","0","540","2791","240","3827","330","7565","30","173","400","6508","680","14347","550","2257","420","3232","570","2567","90","257","540","978","1290","55203","440","358","0","0","0","0","1270","8805","440","1190","780","2135","740",2013
"976","37215","$75,000 under $100,000","950","1650","310","82191","660","47507","560","1235","500","5048","270","6278","0","470","3402","240","4289","260","7642","0","0","310","6612","590","14169","520","2348","380","3515","510","2567","80","288","470","910","930","58608","380","334","0","0","0","0","920","10092","350","1393","500","1778","560",2013
"977","37215","$100,000 under $200,000","2070","4680","1230","295665","1530","167672","1460","3577","1350","15551","710","29724","20","1250","17544","520","15621","570","22994","40","196","650","16404","1620","46581","1490","8927","1170","13963","1500","9969","230","1891","1320","3536","2060","226922","1030","851","0","0","0","0","2050","45243","850","6153","940","5173","1410",2013
"978","37215","$200,000 or more","2660","7560","2660","1632788","2080","799437","2280","42837","2120","95617","1130","150746","50","2110","291395","540","28708","560","24796","0","0","570","15537","2420","145384","2360","53787","1740","31145","2310","25050","510","11829","1870","8784","2650","1470891","1600","5270","0","0","0","0","2650","445544","1360","42906","740","25944","2180",2013
"979",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"980","37216","Total","9700","16350","4630","395902","8460","323573","1770","819","1050","1762","1880","22717","0","800","5658","520","5246","1410","23557","360","1703","830","8337","2070","31077","1570","5603","1720","10786","1840","3829","100","375","1630","2821","7570","253034","2490","2366","2130","4403","1770","3826","7390","41263","1660","4945","7820","17755","3940",2013
"981","37216","$1 under $25,000","4030","5760","1760","52535","3300","41582","420","201","230","292","740","4910","0","170","173","150","716","460","4276","190","1015","130","281","220","3214","140","275","160","788","180","311","0","0","170","175","1960","12567","510","180","1650","3502","1420","3117","2100","1996","430","417","3460","6926","1570",2013
"982","37216","$25,000 under $50,000","3000","5140","1570","108395","2700","92749","450","186","270","376","470","5100","0","180","492","150","1317","450","6692","90","380","330","2058","650","8034","470","1251","520","2823","560","968","30","39","490","656","2940","61586","1030","822","480","901","350","709","2650","7849","460","815","2510","5679","1170",2013
"983","37216","$50,000 under $75,000","1370","2550","600","83329","1260","69661","360","127","220","281","310","4058","0","170","472","100","1256","240","4939","40","131","190","2656","520","7085","390","1162","440","2623","470","920","20","71","400","639","1370","58092","470","583","0","0","0","0","1350","8734","320","812","1040","2435","560",2013
"984","37216","$75,000 under $100,000","650","1410","330","55748","610","47339","210","58","130","200","160","2032","0","100","424","60","782","130","3242","40","177","90","1493","280","4745","240","972","250","1812","260","620","20","81","230","440","650","41463","230","357","0","0","0","0","640","6437","180","575","460","1356","300",2013
"985","37216","$100,000 under $200,000","580","1310","320","73775","530","58682","280","221","160","428","170","4203","0","140","2277","60","1175","130","4408","0","0","90","1849","350","6486","290","1523","310","2364","330","861","30","184","300","762","580","59522","210","324","0","0","0","0","580","11199","220","1138","350","1359","290",2013
"986","37216","$200,000 or more","70","180","50","22120","60","13560","50","26","40","185","30","2414","0","40","1820","0","0","0","0","0","0","0","0","50","1513","40","420","40","376","40","149","0","0","40","149","70","19804","40","100","0","0","0","0","70","5048","50","1188","0","0","50",2013
"987",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"988","37217","Total","15900","31170","12070","523082","14040","441295","1830","1450","910","1857","2640","25290","0","730","2919","630","7740","1770","27590","550","2579","990","11104","2200","34656","1690","7060","1590","10564","1690","3033","130","435","1630","2802","11200","286528","4500","4014","4620","11086","4030","9632","10560","43352","2210","4823","13430","35070","6780",2013
"989","37217","$1 under $25,000","7850","13460","5200","104890","6480","86925","500","199","220","240","1650","12228","0","180","93","190","1072","540","4168","290","1367","150","279","310","3815","210","493","160","946","190","292","0","0","200","201","3410","21270","1110","418","3330","8331","2900","7178","3910","3826","850","750","6800","15840","3460",2013
"990","37217","$25,000 under $50,000","5260","11480","5010","184882","4980","168907","550","324","240","385","530","4551","0","180","364","160","1309","560","7099","160","737","360","2300","770","10955","560","1766","500","3592","510","919","60","85","550","745","5000","93260","2300","2001","1290","2755","1130","2454","3940","10514","610","949","4630","13420","2090",2013
"991","37217","$50,000 under $75,000","1650","3580","1170","100083","1530","84678","360","326","200","384","240","2811","0","150","257","130","1541","350","6800","60","306","240","3533","580","8585","450","1718","480","2888","500","822","40","85","440","779","1650","66980","690","995","0","0","0","0","1580","9211","360","859","1280","3367","710",2013
"992","37217","$75,000 under $100,000","620","1390","360","52794","560","43072","190","244","100","192","100","1544","0","90","211","70","1193","170","4023","20","97","130","2385","260","4627","220","1096","220","1392","230","413","0","0","220","447","620","38839","220","357","0","0","0","0","610","5867","160","500","440","1365","260",2013
"993","37217","$100,000 under $200,000","470","1140","300","59869","450","47591","200","181","120","448","120","4156","0","100","1026","80","2625","150","5500","20","72","110","2607","250","5119","220","1588","210","1556","230","448","30","265","190","520","470","47728","160","233","0","0","0","0","470","8603","200","985","280","1078","220",2013
"994","37217","$200,000 or more","50","120","30","20564","40","10122","30","176","30","208","0","0","0","30","968","0","0","0","0","0","0","0","0","30","1555","30","399","20","190","30","139","0","0","30","110","50","18451","20","10","0","0","0","0","50","5331","30","780","0","0","40",2013
"995",NA,"Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013
"996","37218","Total","6840","12280","4350","249333","5780","182223","970","544","480","1032","1000","7517","20","320","2251","390","4947","1510","34369","240","1107","990","12435","1550","26983","1350","8331","1230","8379","1370","2897","40","122","1240","2058","4830","144285","1760","1674","2020","4965","1820","4326","4640","22344","950","2583","5740","14691","2910",2013
"997","37218","$1 under $25,000","3360","5150","1920","42135","2730","32488","220","94","90","83","550","3882","20","60","19","90","444","430","4607","140","654","130","288","210","2573","150","443","150","834","160","250","0","0","150","133","1390","8232","400","149","1500","3966","1380","3466","1530","1381","220","193","3020","6995","1330",2013
